lotarea,bldgarea,comarea,resarea,officearea,retailarea,numbldgs,numfloors,lotdepth,bldgdepth,builtfar,residfar,commfar,facilfar,incident_zip,status,year,complaint_type
3325.0,828.0,0.0,828.0,0.0,0.0,2.0,2.5,100.0,23.0,0.25,0.75,0.0,2.0,10456.0,Closed,85,DOOR/WINDOW
2500.0,1582.0,0.0,1582.0,0.0,0.0,1.0,3.0,100.0,33.0,0.63,0.75,0.0,2.0,10467.0,Closed,45,HEAT/HOT WATER
2500.0,1800.0,0.0,1800.0,0.0,0.0,1.0,2.0,50.0,25.0,0.72,0.5,0.0,1.0,10460.0,Closed,60,UNSANITARY CONDITION
2500.0,1437.0,0.0,1437.0,0.0,0.0,1.0,1.75,100.0,30.0,0.57,3.44,0.0,4.8,10467.0,Closed,119,HEAT/HOT WATER
4202.0,1600.0,0.0,1600.0,0.0,0.0,1.0,2.0,145.25,33.0,0.38,3.44,0.0,4.8,10458.0,Closed,35,HEAT/HOT WATER
3813.0,3600.0,0.0,2328.0,0.0,0.0,2.0,2.0,114.67,52.0,0.94,0.75,0.0,2.0,10454.0,Closed,95,UNSANITARY CONDITION
2500.0,594.0,0.0,594.0,0.0,0.0,1.0,1.0,100.0,33.0,0.24,0.5,0.0,1.0,10457.0,Closed,75,HEAT/HOT WATER
5417.0,2614.0,0.0,2614.0,0.0,0.0,1.0,2.0,108.33,36.33,0.48,1.25,0.0,2.0,10467.0,Closed,45,HEAT/HOT WATER
2625.0,2359.0,0.0,1716.0,0.0,0.0,1.0,2.0,100.0,46.0,0.9,2.43,0.0,4.8,10452.0,Closed,70,UNSANITARY CONDITION
2375.0,2140.0,0.0,2140.0,0.0,0.0,1.0,2.0,95.0,50.0,0.9,1.25,0.0,2.0,10457.0,Open,110,UNSANITARY CONDITION
5642.0,1924.0,0.0,1924.0,0.0,0.0,1.0,2.0,100.0,26.0,0.34,0.75,0.0,2.0,10467.0,Open,70,APPLIANCE
3978.0,2178.0,0.0,1452.0,0.0,0.0,1.0,2.0,21.74,37.0,0.55,2.43,0.0,4.8,10458.0,Closed,60,HEAT/HOT WATER
5000.0,2438.0,0.0,2438.0,0.0,0.0,2.0,2.0,100.0,59.0,0.49,0.75,0.0,2.0,10475.0,Closed,95,HEAT/HOT WATER
2800.0,2325.0,0.0,2325.0,0.0,0.0,1.0,3.0,100.0,38.5,0.83,1.25,0.0,2.0,10451.0,Open,35,PLUMBING
4500.0,2550.0,0.0,2550.0,0.0,0.0,1.0,2.5,75.0,47.0,0.57,3.44,0.0,4.8,10467.0,Closed,24,HEAT/HOT WATER
4000.0,1726.0,0.0,1726.0,0.0,0.0,2.0,1.75,100.0,43.0,0.43,0.75,0.0,2.0,10453.0,Closed,95,PLUMBING
2500.0,1301.0,0.0,1301.0,0.0,0.0,2.0,2.5,100.0,36.0,0.52,0.5,0.0,1.0,10458.0,Closed,40,HEAT/HOT WATER
2706.0,1680.0,0.0,1680.0,0.0,0.0,1.0,2.0,100.0,40.0,0.62,3.44,0.0,4.8,10465.0,Closed,27,HEAT/HOT WATER
3000.0,1152.0,0.0,1152.0,0.0,0.0,1.0,2.0,115.0,32.0,0.38,2.43,0.0,4.8,10457.0,Closed,28,HEAT/HOT WATER
2550.0,3025.0,0.0,2200.0,0.0,0.0,1.0,2.0,102.0,55.0,1.19,1.1,0.0,2.0,10472.0,Closed,70,APPLIANCE
41166.0,47910.0,47910.0,0.0,47910.0,0.0,1.0,3.0,62.08,62.0,1.16,3.44,0.0,4.8,10467.0,Closed,47,HEAT/HOT WATER
2500.0,2691.0,0.0,2691.0,0.0,0.0,2.0,3.0,100.0,48.0,1.08,3.44,0.0,4.8,10453.0,Closed,119,UNSANITARY CONDITION
2060.0,2480.0,0.0,1600.0,0.0,0.0,2.0,2.0,103.0,41.0,1.2,1.25,0.0,2.0,10472.0,Closed,100,FLOORING/STAIRS
2267.0,2248.0,0.0,2248.0,0.0,0.0,1.0,2.0,100.0,55.0,0.99,3.44,0.0,4.8,10452.0,Open,119,DOOR/WINDOW
2856.0,1617.0,0.0,1617.0,0.0,0.0,2.0,2.0,114.25,42.0,0.57,1.1,0.0,2.0,10458.0,Closed,95,FLOORING/STAIRS
2225.0,3364.0,0.0,3364.0,0.0,0.0,1.0,3.0,100.0,54.0,1.51,0.75,0.0,2.0,10461.0,Closed,45,UNSANITARY CONDITION
2718.0,1248.0,0.0,1248.0,0.0,0.0,2.0,2.0,100.67,36.0,0.46,0.75,0.0,2.0,10468.0,Closed,95,HEAT/HOT WATER
1721.0,2280.0,0.0,2280.0,0.0,0.0,1.0,3.0,85.0,43.0,1.32,0.75,0.0,2.0,10457.0,Closed,55,HEAT/HOT WATER
10100.0,40500.0,0.0,40500.0,0.0,0.0,1.0,5.0,150.08,59.0,4.01,3.44,0.0,4.8,10472.0,Closed,96,HEAT/HOT WATER
2286.0,2256.0,0.0,2256.0,0.0,0.0,2.0,2.0,103.07,50.9,0.99,1.25,0.0,2.0,10453.0,Closed,96,GENERAL
2500.0,1650.0,0.0,1650.0,0.0,0.0,2.0,2.0,100.0,45.0,0.66,2.43,0.0,4.8,10462.0,Closed,100,HEAT/HOT WATER
5000.0,2016.0,0.0,2016.0,0.0,0.0,3.0,2.0,100.0,35.0,0.4,0.5,0.0,1.0,10457.0,Closed,60,HEAT/HOT WATER
2663.0,3684.0,0.0,2484.0,0.0,0.0,1.0,2.0,106.5,54.0,1.38,1.25,0.0,2.0,10466.0,Open,85,WATER LEAK
3058.0,2232.0,0.0,2232.0,0.0,0.0,1.0,2.0,122.33,58.0,0.73,1.1,0.0,2.0,10456.0,Open,110,APPLIANCE
2375.0,1760.0,0.0,1760.0,0.0,0.0,2.0,2.0,95.0,32.0,0.74,1.1,0.0,2.0,10462.0,Closed,110,HEAT/HOT WATER
1883.0,2964.0,0.0,2964.0,0.0,0.0,1.0,3.0,99.33,52.0,1.57,2.43,0.0,4.8,10457.0,Closed,13,APPLIANCE
1638.0,3240.0,0.0,3240.0,0.0,0.0,1.0,3.0,91.0,60.0,1.98,3.0,0.0,3.0,10453.0,Closed,13,HEAT/HOT WATER
1402.0,4200.0,0.0,4200.0,0.0,0.0,1.0,3.0,56.08,56.0,3.0,3.44,0.0,4.8,10462.0,Closed,93,HEAT/HOT WATER
2152.0,3000.0,0.0,3000.0,0.0,0.0,1.0,3.0,103.09,48.0,1.39,3.44,0.0,4.8,10462.0,Closed,26,UNSANITARY CONDITION
2500.0,688.0,0.0,688.0,0.0,0.0,1.0,1.0,100.0,33.0,0.28,0.5,0.0,1.0,10461.0,Closed,100,ELECTRIC
52575.0,16105.0,16105.0,0.0,0.0,16105.0,1.0,1.0,221.42,119.0,0.31,2.43,0.0,4.8,10467.0,Closed,6,HEAT/HOT WATER
1400.0,1208.0,0.0,1208.0,0.0,0.0,1.0,1.5,28.0,28.0,0.86,0.5,0.0,1.0,10466.0,Closed,95,HEAT/HOT WATER
120336.0,184800.0,184800.0,0.0,184800.0,0.0,1.0,4.0,420.65,196.0,1.54,3.44,0.0,4.8,10472.0,Closed,51,HEAT/HOT WATER
2010.0,1080.0,0.0,1080.0,0.0,0.0,1.0,2.0,42.0,18.67,0.54,0.5,0.0,1.0,10457.0,Closed,60,HEAT/HOT WATER
1900.0,4800.0,0.0,4800.0,0.0,0.0,2.0,3.0,95.0,45.0,2.53,1.25,0.0,2.0,10457.0,Closed,90,HEAT/HOT WATER
2500.0,2909.0,0.0,1918.0,0.0,0.0,1.0,2.0,100.0,47.0,1.16,1.25,0.0,2.0,10457.0,Closed,85,PLUMBING
7381.0,42975.0,4662.0,38313.0,0.0,4662.0,1.0,6.0,61.17,61.0,5.82,4.2,0.0,4.2,10462.0,Closed,82,DOOR/WINDOW
2375.0,4119.0,0.0,3124.0,0.0,0.0,1.0,2.0,95.0,54.0,1.73,1.25,0.0,2.0,10469.0,Closed,100,HEAT/HOT WATER
3500.0,2420.0,0.0,2420.0,0.0,0.0,1.0,2.0,100.0,55.0,0.69,0.75,0.0,2.0,10457.0,Closed,8,PLUMBING
2860.0,1744.0,0.0,1744.0,0.0,0.0,2.0,2.0,114.42,31.0,0.61,0.75,0.0,2.0,10466.0,Closed,110,HEAT/HOT WATER
1792.0,1589.0,0.0,1156.0,0.0,0.0,1.0,2.0,100.0,34.0,0.89,1.25,0.0,2.0,10473.0,Closed,50,HEAT/HOT WATER
2400.0,1912.0,0.0,1332.0,0.0,0.0,1.0,2.0,100.0,37.0,0.8,0.75,0.0,2.0,10468.0,Closed,60,HEAT/HOT WATER
13954.0,6600.0,6600.0,0.0,0.0,0.0,2.0,1.0,177.56,126.0,0.47,0.0,2.0,4.8,10451.0,Closed,63,HEAT/HOT WATER
3018.0,2556.0,0.0,2556.0,0.0,0.0,1.0,2.0,95.01,56.3,0.85,0.75,0.0,2.0,10472.0,Closed,16,SAFETY
3189.0,1408.0,0.0,1408.0,0.0,0.0,1.0,2.5,136.0,32.0,0.44,1.25,0.0,2.0,10469.0,Closed,119,WATER LEAK
17002.0,17115.0,17115.0,0.0,0.0,0.0,1.0,2.0,280.71,181.0,1.01,3.44,1.0,6.5,10466.0,Open,89,HEAT/HOT WATER
2050.0,1448.0,0.0,1448.0,0.0,0.0,2.0,2.0,100.0,4.0,0.71,0.75,0.0,2.0,10463.0,Closed,100,WATER LEAK
2400.0,2088.0,0.0,2088.0,0.0,0.0,1.0,2.0,100.0,58.0,0.87,1.25,0.0,2.0,10468.0,Closed,100,GENERAL
2602.0,1890.0,0.0,1260.0,0.0,0.0,1.0,2.0,100.08,35.0,0.73,1.25,0.0,2.0,10458.0,Closed,70,HEAT/HOT WATER
3360.0,1980.0,0.0,1080.0,0.0,0.0,1.0,1.0,105.0,54.0,0.59,0.5,0.0,1.0,10451.0,Open,70,ELECTRIC
4560.0,2730.0,0.0,2730.0,0.0,0.0,2.0,2.0,95.0,65.0,0.6,1.1,0.0,2.0,10472.0,Closed,94,HEAT/HOT WATER
4504.0,1634.0,0.0,1634.0,0.0,0.0,1.0,2.0,100.08,39.0,0.36,0.5,0.0,1.0,10468.0,Closed,95,PLUMBING
2500.0,1855.0,0.0,1338.0,0.0,0.0,1.0,2.0,100.0,36.0,0.74,0.75,0.0,2.0,10458.0,Closed,80,HEAT/HOT WATER
11742.0,11742.0,11742.0,0.0,0.0,0.0,1.0,1.0,197.0,197.0,1.0,4.0,2.0,4.0,10467.0,Closed,89,HEAT/HOT WATER
2088.0,1320.0,0.0,1320.0,0.0,0.0,1.0,2.0,104.42,33.0,0.63,3.44,0.0,4.8,10457.0,Closed,35,WATER LEAK
1915.0,1932.0,0.0,1932.0,0.0,0.0,1.0,2.0,76.58,46.0,1.01,2.0,0.0,2.0,10452.0,Closed,105,HEAT/HOT WATER
2583.0,2943.0,0.0,2943.0,0.0,0.0,1.0,3.0,100.0,45.0,1.14,3.44,0.0,4.8,10459.0,Closed,110,PAINT/PLASTER
5000.0,3500.0,3500.0,0.0,390.0,0.0,1.0,1.0,100.0,70.0,0.7,0.0,1.0,2.4,10468.0,Closed,56,HEAT/HOT WATER
2000.0,1700.0,0.0,1700.0,0.0,0.0,1.0,2.0,80.0,47.0,0.85,2.43,0.0,4.8,10455.0,Closed,119,HEAT/HOT WATER
5000.0,3000.0,3000.0,0.0,0.0,3000.0,1.0,1.0,100.0,60.0,0.6,2.43,0.0,4.8,10475.0,Closed,89,FLOORING/STAIRS
2600.0,2820.0,0.0,1880.0,0.0,0.0,3.0,2.0,100.0,47.0,1.08,0.5,0.0,1.0,10453.0,Closed,85,HEAT/HOT WATER
1665.0,2655.0,0.0,2655.0,0.0,0.0,1.0,3.0,50.76,35.5,1.59,2.43,0.0,4.8,10455.0,Closed,15,UNSANITARY CONDITION
2925.0,2184.0,0.0,2184.0,0.0,0.0,1.0,2.0,100.0,52.0,0.75,0.75,0.0,2.0,10458.0,Closed,29,HEAT/HOT WATER
3017.0,1944.0,0.0,1296.0,0.0,0.0,2.0,2.0,100.0,36.0,0.64,0.75,0.0,2.0,10452.0,Closed,70,UNSANITARY CONDITION
2522.0,1260.0,0.0,1260.0,0.0,0.0,1.0,2.0,97.0,35.0,0.5,0.75,0.0,2.0,10452.0,Closed,65,PLUMBING
3200.0,4024.0,0.0,2968.0,0.0,0.0,1.0,3.0,100.0,52.0,1.26,1.25,0.0,2.0,10465.0,Closed,45,GENERAL
3750.0,1687.0,0.0,1687.0,0.0,0.0,2.0,2.0,100.0,38.0,0.45,0.0,1.0,2.4,10457.0,Closed,95,HEAT/HOT WATER
10780.0,55312.0,7000.0,48312.0,2000.0,5000.0,1.0,6.0,92.22,92.0,5.13,6.02,0.0,6.5,10463.0,Open,95,PLUMBING
3085.0,5159.0,2579.0,2580.0,0.0,2579.0,2.0,2.0,72.67,68.0,1.67,2.43,0.0,4.8,10451.0,Closed,89,HEAT/HOT WATER
3360.0,12845.0,1000.0,11845.0,0.0,1000.0,1.0,5.0,123.42,97.0,3.82,4.2,0.0,4.2,10457.0,Closed,100,HEAT/HOT WATER
4000.0,3600.0,0.0,3600.0,0.0,0.0,1.0,3.0,100.0,46.0,0.9,0.75,0.0,2.0,10451.0,Closed,20,HEAT/HOT WATER
3242.0,3400.0,0.0,3400.0,0.0,0.0,1.0,3.0,100.0,50.0,1.05,0.75,0.0,2.0,10458.0,Closed,30,PAINT/PLASTER
7980.0,3180.0,0.0,3180.0,0.0,0.0,2.0,2.0,99.75,51.0,0.4,0.75,0.0,2.0,10454.0,Closed,100,UNSANITARY CONDITION
2750.0,1800.0,0.0,1800.0,0.0,0.0,1.0,2.0,110.0,45.0,0.65,0.75,0.0,2.0,10473.0,Open,65,FLOORING/STAIRS
5000.0,2595.0,0.0,2595.0,0.0,0.0,1.0,2.75,100.0,45.0,0.52,3.0,0.0,3.0,10454.0,Closed,100,HEAT/HOT WATER
1259.0,1848.0,0.0,1848.0,0.0,0.0,1.0,3.0,80.67,48.0,1.47,2.43,0.0,4.8,10458.0,Closed,119,HEAT/HOT WATER
10000.0,10000.0,10000.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,1.0,0.0,2.0,6.5,10452.0,Closed,93,ELEVATOR
3000.0,1680.0,0.0,1680.0,0.0,0.0,1.0,2.0,100.0,40.0,0.56,3.44,0.0,4.8,10458.0,Closed,27,ELECTRIC
3742.0,1068.0,0.0,1068.0,0.0,0.0,2.0,1.0,100.0,37.0,0.29,0.5,0.0,1.0,10457.0,Closed,95,UNSANITARY CONDITION
2875.0,3720.0,0.0,2480.0,0.0,0.0,2.0,2.0,100.0,62.0,1.29,0.5,0.0,1.0,10463.0,Closed,90,HEAT/HOT WATER
3822.0,3496.0,0.0,3496.0,0.0,0.0,1.0,2.0,112.42,76.0,0.91,3.44,0.0,4.8,10467.0,Closed,95,APPLIANCE
2320.0,1480.0,0.0,1480.0,0.0,0.0,1.0,2.0,95.0,37.0,0.64,0.75,0.0,2.0,10469.0,Closed,70,HEAT/HOT WATER
3072.0,1510.0,0.0,1200.0,0.0,0.0,1.0,2.0,63.89,17.17,0.49,0.5,0.0,1.0,10473.0,Closed,53,HEAT/HOT WATER
2383.0,1700.0,0.0,1700.0,0.0,0.0,2.0,2.0,110.0,47.0,0.71,0.75,0.0,2.0,10453.0,Open,85,APPLIANCE
3145.0,1117.0,0.0,1117.0,0.0,0.0,2.0,1.5,65.08,37.0,0.36,0.75,0.0,2.0,10472.0,Closed,95,HEAT/HOT WATER
1846.0,3580.0,1194.0,2386.0,0.0,1194.0,2.0,3.0,80.25,52.0,1.94,2.43,0.0,4.8,10468.0,Closed,95,HEAT/HOT WATER
1800.0,2220.0,0.0,2220.0,0.0,0.0,1.0,3.0,90.0,35.0,1.23,3.0,0.0,3.0,10466.0,Closed,119,PLUMBING
6615.0,26244.0,2711.0,23533.0,0.0,2711.0,1.0,5.0,34.13,85.0,3.97,6.02,0.0,6.5,10460.0,Closed,95,HEAT/HOT WATER
7500.0,7500.0,7500.0,0.0,0.0,7500.0,1.0,1.0,100.0,100.0,1.0,3.44,0.0,4.8,10453.0,Closed,95,HEAT/HOT WATER
6301.0,26650.0,1650.0,25000.0,0.0,1650.0,1.0,5.0,59.92,58.0,4.23,3.44,0.0,4.8,10468.0,Open,108,FLOORING/STAIRS
3750.0,1764.0,0.0,1764.0,0.0,0.0,2.0,2.0,150.0,35.0,0.47,1.1,0.0,2.0,10456.0,Closed,100,HEAT/HOT WATER
2375.0,2502.0,0.0,1718.0,0.0,0.0,2.0,2.0,95.0,35.0,1.05,1.25,0.0,2.0,10472.0,Closed,90,UNSANITARY CONDITION
3084.0,1688.0,0.0,1688.0,0.0,0.0,2.0,2.5,82.42,25.0,0.55,0.5,0.0,1.0,10467.0,Closed,85,HEAT/HOT WATER
1679.0,1127.0,1127.0,0.0,0.0,1127.0,1.0,1.0,67.17,50.0,0.67,2.0,0.0,2.0,10467.0,Closed,89,HEAT/HOT WATER
3438.0,400.0,400.0,0.0,0.0,0.0,1.0,1.0,125.0,20.0,0.12,3.44,0.0,4.8,10470.0,Open,17,UNSANITARY CONDITION
1702.0,1048.0,0.0,1048.0,0.0,0.0,2.0,2.0,74.0,32.0,0.62,0.5,0.0,1.0,10473.0,Open,80,PLUMBING
2000.0,2348.0,0.0,2348.0,0.0,0.0,1.0,2.0,100.0,62.5,1.17,3.44,0.0,4.8,10458.0,Closed,121,APPLIANCE
12620.0,32700.0,16700.0,16000.0,1700.0,3000.0,1.0,3.0,131.42,100.0,2.59,0.75,0.0,2.0,10456.0,Closed,72,PAINT/PLASTER
1575.0,1344.0,0.0,1344.0,0.0,0.0,1.0,2.0,95.0,43.0,0.85,3.44,0.0,4.8,10468.0,Closed,119,HEAT/HOT WATER
1584.0,2750.0,0.0,2750.0,0.0,0.0,1.0,3.0,95.01,57.0,1.74,1.1,0.0,2.0,10456.0,Open,15,PAINT/PLASTER
1680.0,1760.0,0.0,1760.0,0.0,0.0,1.0,2.0,100.0,43.92,1.05,3.44,0.0,4.8,10466.0,Closed,119,FLOORING/STAIRS
9400.0,6636.0,6636.0,0.0,0.0,0.0,1.0,2.0,94.0,49.0,0.71,0.75,0.0,2.0,10468.0,Closed,47,HEAT/HOT WATER
2000.0,1483.0,0.0,1483.0,0.0,0.0,1.0,2.0,100.0,40.0,0.74,3.44,0.0,4.8,10467.0,Closed,110,HEAT/HOT WATER
1924.0,1804.0,0.0,1804.0,0.0,0.0,1.0,2.5,71.25,35.92,0.94,1.1,0.0,2.0,10472.0,Closed,105,WATER LEAK
1180.0,2781.0,0.0,2781.0,0.0,0.0,1.0,3.0,32.18,29.15,2.36,2.43,0.0,4.8,10461.0,Closed,15,HEAT/HOT WATER
3248.0,2820.0,0.0,2496.0,0.0,0.0,1.0,2.0,112.0,60.0,0.87,0.75,0.0,2.0,10456.0,Closed,60,HEAT/HOT WATER
3041.0,1728.0,0.0,1152.0,0.0,0.0,1.0,2.0,116.58,32.0,0.57,0.75,0.0,2.0,10474.0,Closed,65,UNSANITARY CONDITION
2500.0,1284.0,0.0,1284.0,0.0,0.0,2.0,2.0,100.0,37.0,0.51,0.75,0.0,2.0,10473.0,Closed,119,PLUMBING
2549.0,2320.0,1160.0,1160.0,0.0,1160.0,2.0,1.0,100.0,40.0,0.91,2.43,0.0,4.8,10451.0,Closed,80,HEAT/HOT WATER
2500.0,3834.0,0.0,2732.0,0.0,0.0,1.0,2.0,100.0,52.0,1.53,0.75,0.0,2.0,10457.0,Closed,110,HEAT/HOT WATER
2405.0,2375.0,2375.0,0.0,0.0,2375.0,1.0,1.0,95.25,95.0,0.99,5.0,4.0,5.0,10453.0,Open,89,APPLIANCE
2500.0,3600.0,0.0,3600.0,0.0,0.0,2.0,2.0,100.0,60.0,1.44,2.43,0.0,4.8,10472.0,Closed,90,WATER LEAK
2680.0,1288.0,0.0,1288.0,0.0,0.0,1.0,2.0,109.0,28.0,0.48,1.25,0.0,2.0,10457.0,Closed,119,PAINT/PLASTER
2000.0,1910.0,0.0,1480.0,0.0,0.0,1.0,2.0,100.0,37.0,0.96,2.43,0.0,4.8,10452.0,Closed,60,HEAT/HOT WATER
21930.0,28290.0,28290.0,0.0,0.0,0.0,2.0,1.5,98.77,98.77,1.29,0.0,1.0,2.4,10452.0,Closed,73,HEAT/HOT WATER
4000.0,3306.0,0.0,2372.0,0.0,0.0,2.0,2.0,100.0,45.75,0.83,1.25,0.0,2.0,10462.0,Closed,70,HEAT/HOT WATER
4759.0,2313.0,0.0,2313.0,0.0,0.0,2.0,2.75,153.5,48.0,0.49,3.44,0.0,4.8,10451.0,Closed,119,UNSANITARY CONDITION
2375.0,3330.0,0.0,2500.0,0.0,0.0,1.0,2.0,95.0,50.0,1.4,0.75,0.0,2.0,10458.0,Closed,20,DOOR/WINDOW
3000.0,2340.0,0.0,2340.0,0.0,0.0,1.0,3.0,100.0,39.0,0.78,3.44,0.0,4.8,10451.0,Closed,30,UNSANITARY CONDITION
1785.0,1407.0,0.0,804.0,0.0,0.0,1.0,1.0,85.0,39.67,0.79,0.75,0.0,2.0,10468.0,Open,75,PAINT/PLASTER
2500.0,2100.0,0.0,2100.0,0.0,0.0,1.0,2.0,100.0,50.0,0.84,1.25,0.0,2.0,10456.0,Open,100,APPLIANCE
2800.0,3210.0,0.0,3210.0,0.0,0.0,1.0,3.0,100.0,47.0,1.15,0.75,0.0,2.0,10457.0,Closed,15,SAFETY
4989.0,19440.0,1100.0,18340.0,0.0,1100.0,1.0,4.0,100.0,90.5,3.9,2.0,0.0,2.0,10467.0,Closed,95,HEAT/HOT WATER
5000.0,2400.0,0.0,1600.0,0.0,0.0,1.0,2.0,100.0,33.0,0.48,0.75,0.0,2.0,10460.0,Closed,80,HEAT/HOT WATER
2500.0,1600.0,0.0,1600.0,0.0,0.0,2.0,2.0,100.0,40.0,0.64,2.43,0.0,4.8,10455.0,Closed,110,HEAT/HOT WATER
24846.0,1606.0,0.0,1606.0,0.0,0.0,1.0,1.0,123.25,37.0,0.06,0.5,0.0,1.0,10451.0,Closed,71,HEAT/HOT WATER
16932.0,5770.0,0.0,5770.0,0.0,0.0,1.0,2.5,116.63,59.0,0.34,0.5,0.0,1.0,10474.0,Closed,115,HEAT/HOT WATER
2500.0,4042.0,0.0,2940.0,0.0,0.0,1.0,2.0,100.0,70.0,1.62,2.43,0.0,4.8,10467.0,Closed,95,APPLIANCE
2500.0,2280.0,0.0,2280.0,0.0,0.0,1.0,2.0,100.0,60.0,0.91,1.1,0.0,2.0,10460.0,Open,100,UNSANITARY CONDITION
17336.0,3086.0,0.0,2124.0,0.0,0.0,2.0,2.0,142.58,27.0,0.18,0.75,0.0,2.0,10470.0,Closed,70,UNSANITARY CONDITION
64340.0,97000.0,97000.0,0.0,0.0,0.0,1.0,6.0,202.17,202.0,1.51,2.43,0.0,4.8,10469.0,Closed,109,WATER LEAK
2913.0,1960.0,0.0,1960.0,0.0,0.0,1.0,2.0,95.0,49.0,0.67,1.25,0.0,2.0,10460.0,Open,55,DOOR/WINDOW
5000.0,4320.0,0.0,2880.0,0.0,0.0,2.0,2.0,100.0,65.0,0.86,1.1,0.0,2.0,10453.0,Open,95,PLUMBING
2202.0,1600.0,0.0,1600.0,0.0,0.0,2.0,2.0,88.08,40.0,0.73,0.75,0.0,2.0,10458.0,Closed,95,PLUMBING
4725.0,3540.0,0.0,3540.0,0.0,0.0,1.0,3.0,189.0,40.0,0.75,3.44,0.0,4.8,10456.0,Closed,120,HEAT/HOT WATER
3150.0,2155.0,0.0,1480.0,0.0,0.0,2.0,2.0,90.0,37.0,0.68,0.75,0.0,2.0,10460.0,Closed,90,HEAT/HOT WATER
1332.0,1610.0,0.0,1610.0,0.0,0.0,1.0,2.0,80.75,45.0,1.21,3.44,0.0,4.8,10460.0,Closed,119,UNSANITARY CONDITION
5153.0,10346.0,10346.0,0.0,3029.0,0.0,1.0,3.0,103.0,93.0,2.01,1.25,0.0,2.0,10451.0,Closed,27,HEAT/HOT WATER
2375.0,3090.0,0.0,2060.0,0.0,0.0,1.0,2.0,95.0,50.0,1.3,1.25,0.0,2.0,10458.0,Closed,110,HEAT/HOT WATER
2947.0,7265.0,0.0,7265.0,0.0,0.0,1.0,4.0,104.61,51.0,2.47,2.43,0.0,4.8,10460.0,Closed,14,UNSANITARY CONDITION
7550.0,24000.0,0.0,24000.0,0.0,0.0,1.0,5.0,151.17,96.0,3.18,3.0,0.0,3.0,10453.0,Closed,104,WATER LEAK
1705.0,1599.0,0.0,1599.0,0.0,0.0,1.0,3.0,110.0,34.0,0.94,2.43,0.0,4.8,10451.0,Closed,33,PAINT/PLASTER
2500.0,3630.0,0.0,2640.0,0.0,0.0,1.0,2.5,100.0,66.0,1.45,2.43,0.0,4.8,10453.0,Open,85,APPLIANCE
5964.0,16840.0,0.0,16840.0,0.0,0.0,1.0,5.0,145.08,100.0,2.82,3.44,0.0,4.8,10463.0,Closed,89,HEAT/HOT WATER
990.0,974.0,0.0,487.0,0.0,0.0,1.0,1.0,51.0,34.0,0.98,0.5,0.0,1.0,10457.0,Closed,71,PAINT/PLASTER
22181.0,5000.0,0.0,4000.0,0.0,0.0,1.0,1.0,103.42,50.0,0.23,0.75,0.0,2.0,10467.0,Closed,60,HEAT/HOT WATER
6026.0,3050.0,0.0,2450.0,0.0,0.0,2.0,2.0,103.0,50.33,0.51,0.5,0.0,1.0,10472.0,Closed,33,HEAT/HOT WATER
3300.0,2626.0,0.0,2626.0,0.0,0.0,1.0,3.0,100.0,60.0,0.8,0.5,0.0,1.0,10457.0,Closed,16,PAINT/PLASTER
2743.0,2549.0,2549.0,0.0,0.0,2549.0,1.0,1.0,90.0,90.0,0.93,2.43,0.0,4.8,10470.0,Closed,28,WATER LEAK
2375.0,1080.0,0.0,1080.0,0.0,0.0,2.0,2.0,95.0,35.0,0.45,1.1,0.0,2.0,10452.0,Closed,95,HEAT/HOT WATER
1800.0,1836.0,0.0,1224.0,0.0,0.0,1.0,2.0,100.0,34.0,1.02,0.5,0.0,1.0,10462.0,Closed,65,HEAT/HOT WATER
12500.0,46000.0,0.0,46000.0,0.0,0.0,1.0,6.0,125.0,107.0,3.68,6.02,0.0,6.5,10467.0,Closed,94,PLUMBING
2592.0,1728.0,0.0,1728.0,0.0,0.0,1.0,3.0,100.0,32.0,0.67,1.25,0.0,2.0,10469.0,Closed,65,HEAT/HOT WATER
2225.0,984.0,0.0,984.0,0.0,0.0,1.0,1.0,87.5,46.0,0.44,0.75,0.0,2.0,10460.0,Closed,85,HEAT/HOT WATER
2800.0,2680.0,0.0,2680.0,0.0,0.0,1.0,3.0,100.0,50.0,0.96,3.0,0.0,3.0,10458.0,Closed,50,DOOR/WINDOW
3125.0,920.0,0.0,920.0,0.0,0.0,1.0,1.5,125.0,40.0,0.29,0.5,0.0,1.0,10457.0,Closed,100,HEAT/HOT WATER
3300.0,10680.0,4980.0,5700.0,0.0,4980.0,1.0,3.0,100.67,89.0,3.24,1.25,0.0,2.0,10465.0,Open,94,UNSANITARY CONDITION
1875.0,2848.0,0.0,2848.0,0.0,0.0,1.0,2.0,75.0,66.0,1.52,3.44,0.0,4.8,10462.0,Closed,100,HEAT/HOT WATER
226834.0,97013.0,0.0,97013.0,0.0,0.0,1.0,4.0,968.0,129.0,0.43,0.5,0.5,1.0,10467.0,Closed,39,SAFETY
24070.0,31760.0,31760.0,0.0,9400.0,0.0,1.0,2.0,107.17,107.0,1.32,6.02,6.0,6.5,10451.0,Closed,72,DOOR/WINDOW
3232.0,13781.0,0.0,13781.0,0.0,0.0,1.0,5.0,74.17,63.0,4.26,3.44,3.4,6.5,10462.0,Closed,109,PLUMBING
2375.0,1827.0,0.0,1827.0,0.0,0.0,1.0,2.5,95.0,30.0,0.77,1.25,0.0,2.0,10457.0,Closed,95,HEAT/HOT WATER
